0.12433,0.111673,0.0800063,0.0428394,0.27692,0.0399729,0.032992,0.0731798,0.0324867,0.0392283,0.0275596,0.0527194,0.0273126,0.0387796,
0.0478789,0.252025,0.137454,0.0484162,0.093043,0.0410761,0.0317375,0.108491,0.033717,0.0331922,0.0294594,0.0882753,0.0256456,0.0295897,
0.26024,0.0989247,0.112893,0.0358288,0.162157,0.0400439,0.036908,0.0684297,0.0235132,0.0303967,0.0292794,0.0442748,0.0231031,0.0340082,
0.0697092,0.22874,0.131504,0.0520397,0.0966181,0.033154,0.0361978,0.126575,0.0301158,0.0314572,0.0342187,0.0530387,0.0369905,0.0396413,
0.222795,0.0551032,0.0973642,0.0402968,0.306878,0.0309079,0.0259399,0.0666827,0.0230554,0.021439,0.0276147,0.0316846,0.0209819,0.0292565,
0.0451809,0.233419,0.127864,0.0505625,0.0908607,0.0434135,0.0335248,0.0907876,0.034415,0.0409667,0.032499,0.11156,0.0306272,0.0343193,
0.113455,0.174949,0.192604,0.0565113,0.085417,0.0380979,0.0353559,0.107726,0.0233895,0.0355209,0.0283094,0.0521137,0.0282202,0.0283301,
0.101951,0.173912,0.207152,0.047726,0.0805883,0.0325283,0.0288501,0.0978078,0.0199376,0.0413413,0.0305956,0.0604037,0.0364858,0.0407212,
0.175726,0.104336,0.0622697,0.0480845,0.251557,0.0417006,0.0318291,0.079567,0.0255122,0.0341261,0.0266087,0.0526439,0.028986,0.0370536,
0.147332,0.0923445,0.102535,0.0567605,0.281098,0.0278304,0.028199,0.0623579,0.0245178,0.040533,0.0225163,0.0463568,0.0324756,0.0351445,
0.495857,0.0247635,0.0246581,0.0218942,0.225613,0.0183635,0.0211206,0.0260998,0.018593,0.0154337,0.0195354,0.0411451,0.0197445,0.0271776,
0.20433,0.0835573,0.049683,0.0366277,0.235314,0.0470491,0.0326726,0.0579989,0.034282,0.029916,0.0346575,0.0853054,0.0291191,0.039488,
0.113475,0.151344,0.109363,0.0423759,0.15404,0.0497458,0.0384934,0.0957427,0.035472,0.0354881,0.0363561,0.0687372,0.0349814,0.0343871,
0.296403,0.0179043,0.0332644,0.0251412,0.395488,0.0287097,0.0230125,0.0373851,0.017797,0.0214977,0.0195419,0.0416383,0.0190033,0.0232139,
0.0591102,0.194144,0.205132,0.0491143,0.136776,0.0258237,0.0321367,0.0806638,0.0246172,0.034956,0.0377263,0.0551275,0.0248279,0.0398442,
0.11447,0.149661,0.130789,0.0531201,0.128441,0.0341581,0.0406634,0.0790206,0.0408209,0.0374269,0.0389209,0.0716871,0.0349928,0.0458283,
0.0632646,0.171088,0.181886,0.0591835,0.10062,0.0388999,0.0264887,0.109785,0.0305824,0.0342402,0.0377922,0.0811381,0.0307551,0.0342768,
0.109307,0.146808,0.114127,0.0454128,0.167125,0.0350774,0.0378202,0.0969834,0.0286213,0.0346242,0.0389627,0.0714285,0.0370339,0.0366684,
0.223051,0.127662,0.0969412,0.0379565,0.151124,0.0434619,0.0309383,0.0784748,0.0407482,0.0286283,0.0273909,0.0497876,0.0248849,0.0389505,
0.0337965,0.248616,0.168037,0.0609378,0.082872,0.0299577,0.0257673,0.0970001,0.0367579,0.0347379,0.0334203,0.0776298,0.0291847,0.0412851,
0.0269417,0.177805,0.404837,0.0396422,0.0306096,0.0232308,0.0221454,0.0999304,0.0215603,0.0265435,0.0212955,0.0526552,0.0259776,0.0268244,
0.12727,0.0717726,0.103582,0.0416612,0.243139,0.0468304,0.0388199,0.0714687,0.0365574,0.0289925,0.0312574,0.0955949,0.0289189,0.034135,
0.24866,0.120163,0.123229,0.0378404,0.173081,0.030771,0.0304721,0.065265,0.0264789,0.0202599,0.0239497,0.0453347,0.0257787,0.028717,
0.140604,0.0955601,0.131054,0.0462598,0.216441,0.0353363,0.0313683,0.0590549,0.0326968,0.036906,0.0292306,0.0780167,0.0257639,0.0417076,
0.247948,0.0482349,0.0501816,0.0271485,0.376439,0.0255712,0.0228869,0.0338309,0.0270855,0.0259308,0.0256055,0.036603,0.0280367,0.0244975,
0.30249,0.0613304,0.0993442,0.0366324,0.190773,0.0344894,0.027005,0.06805,0.02223,0.0237542,0.0285458,0.0492849,0.0269196,0.0291513,
0.279534,0.102424,0.0949342,0.0268006,0.157334,0.0210082,0.0273163,0.0708791,0.0349548,0.0296252,0.0337809,0.0468532,0.0313252,0.0432297,
0.146309,0.128461,0.147082,0.0448745,0.189819,0.028031,0.0285745,0.0693595,0.0338377,0.0343453,0.0306602,0.0517414,0.0297408,0.0371644,
0.0797231,0.207325,0.151644,0.0552217,0.112968,0.023609,0.0335015,0.114977,0.0252918,0.0376126,0.0302223,0.0581205,0.0318518,0.0379321,
