Genes,baseMean,log2FoldChange,lfcSE,pvalue,padj,combrank
PTH2R,33.19113482,-0.991986745,0.16969847,1.33E-07,4.60E-07,-4.60E-07
HOXA11,24.30709732,-0.856853457,0.145790982,1.35E-07,4.64E-07,-4.64E-07
MCF2,1.502719406,-1.101440055,0.261529084,1.46E-07,5.01E-07,-5.01E-07
RIMKLA,128.6753309,-0.635290489,0.12885565,1.63E-07,5.57E-07,-5.57E-07
CHI3L1,2347.639261,-0.848793572,0.175322949,1.69E-07,5.74E-07,-5.74E-07
C1orf186,42.36330337,-1.633343372,0.18940771,1.71E-07,5.80E-07,-5.80E-07
ZNF883,78.2640975,-0.644030301,0.131367773,1.83E-07,6.19E-07,-6.19E-07
DSG3,422.0621698,-0.951722827,0.237503579,1.86E-07,6.30E-07,-6.30E-07
FRMD3,50.3564871,-0.697404321,0.14333057,1.87E-07,6.31E-07,-6.31E-07
SFTPA2,29.67902435,-1.018391507,0.218680048,2.41E-07,6.50E-07,-6.50E-07
MIP,1.001612197,-0.933612111,0.193147105,1.78E-07,6.55E-07,-6.55E-07
CAMK1G,5.440850628,-0.81110581,0.135649263,1.96E-07,6.62E-07,-6.62E-07
UGT1A7,3.431997072,-3.944074689,0.881214812,1.80E-07,6.64E-07,-6.64E-07
TCAP,15.06442105,-1.456033347,0.185105343,1.85E-07,6.80E-07,-6.80E-07
TMEM92,23.16901411,-0.655062721,0.135897526,2.67E-07,7.17E-07,-7.17E-07
CABP7,9.870910803,-1.200462345,0.148501984,2.15E-07,7.21E-07,-7.21E-07
SPRR2A,4.365283585,-5.82145419,0.792995608,2.07E-07,7.33E-07,-7.33E-07
DCHS2,36.60696432,-0.925721825,0.151488476,2.40E-07,7.97E-07,-7.97E-07
DLGAP3,17.02782319,-0.751724849,0.157874156,2.71E-07,8.95E-07,-8.95E-07
EN2,14.55397946,-1.280638875,0.282403858,2.86E-07,9.44E-07,-9.44E-07
TYRP1,26.45775724,-1.261173654,0.261569034,2.87E-07,9.46E-07,-9.46E-07
FOXD1,48.54040193,-0.916559598,0.199241499,3.86E-07,1.02E-06,-1.02E-06
HIST1H3A,0.641671205,-2.126025661,0.388992021,2.97E-07,1.06E-06,-1.06E-06
DMRTA1,24.97551145,-0.941626629,0.206339491,4.36E-07,1.14E-06,-1.14E-06
COL11A1,4291.689279,-0.710768086,0.151406855,3.94E-07,1.15E-06,-1.15E-06
FOXL2,2.523438227,-1.577278214,0.272422415,3.61E-07,1.18E-06,-1.18E-06
OTP,0.990161644,-1.699104101,0.375202068,3.71E-07,1.21E-06,-1.21E-06
DLGAP1,63.8958594,-0.920781427,0.202875336,5.12E-07,1.33E-06,-1.33E-06
CRHR1,28.16200694,-1.175773203,0.223776589,5.21E-07,1.35E-06,-1.35E-06
DSCR8,4.834972351,-1.384443401,0.590607924,4.03E-07,1.38E-06,-1.38E-06
ETV3L,10.79426078,-0.788335525,0.14110086,3.93E-07,1.39E-06,-1.39E-06
ACTA1,72.93086819,-1.287595155,0.199325409,4.63E-07,1.49E-06,-1.49E-06
SYT13,1393.490778,-1.018795309,0.223173634,3.68E-07,1.50E-06,-1.50E-06
PNMA3,27.03568657,-0.929468092,0.204213837,4.69E-07,1.51E-06,-1.51E-06
FOXI3,3.86928732,-1.598344436,0.366962239,4.80E-07,1.54E-06,-1.54E-06
GALNT14,180.557996,-0.690988042,0.14712946,4.83E-07,1.55E-06,-1.55E-06
C6orf141,177.110221,-0.732158408,0.157488862,4.84E-07,1.55E-06,-1.55E-06
PTCHD1,48.68188487,-1.037171246,0.230971113,5.00E-07,1.60E-06,-1.60E-06
VNN3,8.005105915,-0.678262112,0.334611873,5.00E-07,1.60E-06,-1.60E-06
HMGA2,9.086353989,-0.712999266,0.152903211,4.79E-07,1.62E-06,-1.62E-06
B4GALNT2,18.6494853,-1.722945674,0.278189149,5.19E-07,1.66E-06,-1.66E-06
HMSD,1.607617845,-1.200989406,0.379123514,5.29E-07,1.69E-06,-1.69E-06
CRYAB,1543.865505,-0.774226319,0.167708221,5.49E-07,1.75E-06,-1.75E-06
CNTNAP2,812.2257032,-0.853668108,0.186156976,4.77E-07,1.76E-06,-1.76E-06
KCNV1,1.373006041,-2.811243481,0.593618421,5.19E-07,1.80E-06,-1.80E-06
VCAM1,843.5476654,-0.62986858,0.101460963,5.89E-07,1.87E-06,-1.87E-06
SMPX,1.368278095,-2.143349452,0.583129773,5.91E-07,1.87E-06,-1.87E-06
LCN2,415.6134597,-0.792958489,0.217810503,6.04E-07,1.91E-06,-1.91E-06
SHC3,11.13048677,-0.732509656,0.133917945,6.40E-07,2.02E-06,-2.02E-06
FIBCD1,62.37416737,-0.690061892,0.214627568,6.55E-07,2.06E-06,-2.06E-06
CWH43,23.99398893,-1.012803816,0.319045495,7.19E-07,2.26E-06,-2.26E-06
TNFRSF9,22.46386006,-0.655685459,0.143787664,9.47E-07,2.38E-06,-2.38E-06
TMEM27,23.62330694,-0.649888326,0.102783835,7.96E-07,2.49E-06,-2.49E-06
MPZ,30.66862927,-2.549216699,0.151042423,8.13E-07,2.54E-06,-2.54E-06
RAPSN,3.113796114,-1.934344491,0.295671431,8.34E-07,2.60E-06,-2.60E-06
ELAVL2,63.61769437,-0.695927442,0.152834498,8.51E-07,2.65E-06,-2.65E-06
RDH12,2.679384746,-1.175927894,0.151044222,8.01E-07,2.73E-06,-2.73E-06
SLITRK5,42.9829718,-0.895008818,0.201974778,8.91E-07,2.77E-06,-2.77E-06
PCBP3,34.96436704,-0.679306631,0.149140278,8.93E-07,2.78E-06,-2.78E-06
PPP2R2C,465.8950006,-0.837986773,0.189662828,1.05E-06,3.24E-06,-3.24E-06
HAO1,1.758987986,-5.705095279,0.801836837,1.10E-06,3.58E-06,-3.58E-06
C1orf94,2.609481506,-5.562720467,0.92434038,1.21E-06,3.71E-06,-3.71E-06
CHST1,413.8330851,-0.812214929,0.135983937,1.30E-06,3.95E-06,-3.95E-06
PAEP,6.183966076,-2.644021025,0.354203259,1.23E-06,3.98E-06,-3.98E-06
BMP7,242.1409895,-0.711346208,0.159030772,1.18E-06,4.28E-06,-4.28E-06
OR2B6,5.649587214,-0.825720241,0.187959517,1.31E-06,4.34E-06,-4.34E-06
TRIM15,1.28242359,-1.9873182,0.627282345,1.58E-06,4.77E-06,-4.77E-06
BAALC,77.41438603,-0.719578302,0.139424461,1.63E-06,4.91E-06,-4.91E-06
IFI6,7587.465623,-0.601254068,0.134723709,1.91E-06,5.11E-06,-5.11E-06
NKX1.2,1.030135734,-3.729365225,0.654881602,1.72E-06,5.16E-06,-5.16E-06
CKMT1B,628.6425194,-0.619212038,0.138171215,1.81E-06,5.43E-06,-5.43E-06
GNG3,10.06465111,-2.247789691,0.156885508,1.87E-06,5.57E-06,-5.57E-06
SPRR2D,2.237832224,-5.242181878,0.781783575,1.97E-06,5.84E-06,-5.84E-06
SYNPO2L,63.16473958,-1.662737178,0.248639434,2.01E-06,5.98E-06,-5.98E-06
RPRM,6.808916487,-1.355839494,0.233799662,1.95E-06,6.13E-06,-6.13E-06
CRISP2,3.822627766,-1.345873055,0.518353832,2.22E-06,6.55E-06,-6.55E-06
SCNN1B,377.1012509,-0.690829905,0.158469183,2.31E-06,6.78E-06,-6.78E-06
CCDC155,2.506594886,-1.463092915,0.361818173,2.17E-06,6.79E-06,-6.79E-06
CR1L,2.149878162,-1.124736546,0.272199524,2.44E-06,7.15E-06,-7.15E-06
SAMD13,45.82597843,-0.669308879,0.154327188,2.50E-06,7.32E-06,-7.32E-06
BHLHA15,9.033065218,-0.679044661,0.156827524,2.57E-06,7.52E-06,-7.52E-06
FETUB,0.77438266,-4.084798202,0.664559801,2.83E-06,8.26E-06,-8.26E-06
KLK8,67.01526616,-0.828427908,0.300805361,3.60E-06,8.40E-06,-8.40E-06
FAM25A,10.75105197,-2.251773834,0.436548409,2.98E-06,8.67E-06,-8.67E-06
PCDHGA8,13.43906159,-0.950388641,0.155257034,3.10E-06,8.97E-06,-8.97E-06
SCN1A,5.498969846,-1.343445565,0.46455226,2.96E-06,9.35E-06,-9.35E-06
KLK7,197.978475,-0.76253032,0.262565187,3.13E-06,9.43E-06,-9.43E-06
TAS1R3,23.79306838,-0.592310887,0.138640148,4.32E-06,9.99E-06,-9.99E-06
NPB,4.698912617,-1.261484749,0.250746747,3.18E-06,1.00E-05,-1.00E-05
CRYBA2,1.461880432,-3.037458365,0.481976789,3.63E-06,1.04E-05,-1.04E-05
CLEC18B,5.674987868,-0.700539371,0.165239922,3.68E-06,1.05E-05,-1.05E-05
SP6,309.0016995,-0.584116239,0.103958685,3.90E-06,1.11E-05,-1.11E-05
VWA3A,10.82667698,-0.626458779,0.23630926,3.67E-06,1.14E-05,-1.14E-05
HIST1H4E,6.384908235,-0.684796405,0.162013987,4.04E-06,1.15E-05,-1.15E-05
RASL10B,85.94043856,-0.734634554,0.118177643,5.08E-06,1.16E-05,-1.16E-05
FAM133A,8.074741657,-1.315690297,0.196530455,3.86E-06,1.20E-05,-1.20E-05
ZNF98,27.2413676,-0.713594916,0.170559107,4.29E-06,1.22E-05,-1.22E-05
TMPRSS11D,1.361099276,-3.800400957,0.715547989,4.30E-06,1.22E-05,-1.22E-05
C1QL2,9.714250816,-2.188903786,0.342532901,5.22E-06,1.46E-05,-1.46E-05
PLA2G4A,107.5466938,-0.65768364,0.128308055,5.80E-06,1.52E-05,-1.52E-05
CXCL1,40.67563919,-1.115955928,0.210109785,5.46E-06,1.53E-05,-1.53E-05
KANK4,348.9809541,-0.678885379,0.13578109,4.65E-06,1.55E-05,-1.55E-05
RGS9,49.64186263,-0.678731104,0.163753898,5.67E-06,1.58E-05,-1.58E-05
ELAVL4,2.044430151,-1.505506036,0.204911406,5.77E-06,1.61E-05,-1.61E-05
TSPAN8,65.54617832,-1.089380053,0.279717488,5.91E-06,1.64E-05,-1.64E-05
CLCA2,580.1115733,-0.671923992,0.269747232,5.16E-06,1.65E-05,-1.65E-05
SULT1E1,5.743664189,-1.166112206,0.467931472,5.96E-06,1.80E-05,-1.80E-05
APC2,12.86997013,-0.657157655,0.135868157,6.17E-06,1.81E-05,-1.81E-05
RAD21L1,1.609389603,-2.316442268,0.641524517,6.35E-06,1.85E-05,-1.85E-05
AWAT2,2.093102507,-0.714516169,0.459377211,6.65E-06,1.94E-05,-1.94E-05
DGCR9,10.3571531,-0.640373331,0.155809934,7.58E-06,2.07E-05,-2.07E-05
KHDC1L,1.273844969,-1.874797368,0.486526786,7.64E-06,2.09E-05,-2.09E-05
ITGB6,1763.204887,-0.580379245,0.13933472,7.76E-06,2.12E-05,-2.12E-05
CXCL17,488.0520501,-1.044988876,0.223503045,8.22E-06,2.23E-05,-2.23E-05
RPRML,1.459582334,-2.402447408,0.622826095,8.41E-06,2.29E-05,-2.29E-05
IL1R2,20.5477058,-1.215355097,0.167978671,1.09E-05,2.39E-05,-2.39E-05
TUBB2B,107.7959352,-0.647824009,0.179525415,8.51E-06,2.42E-05,-2.42E-05
C1orf105,0.798346798,-4.07697074,0.625715608,8.21E-06,2.43E-05,-2.43E-05
TRIM43,1.571321552,-4.741059052,0.820469466,8.48E-06,2.44E-05,-2.44E-05
ATP6V0D2,31.02905196,-0.604060358,0.147601846,9.08E-06,2.46E-05,-2.46E-05
GABRG3,2.764045959,-2.024133748,0.513949935,9.34E-06,2.52E-05,-2.52E-05
HIST3H2BB,8.114656371,-0.625554486,0.152900603,8.67E-06,2.56E-05,-2.56E-05
PCYT1B,21.71249608,-0.610581697,0.1513395,1.14E-05,3.04E-05,-3.04E-05
INHBE,2.921183534,-1.504361597,0.186487067,1.15E-05,3.06E-05,-3.06E-05
RSPH9,9.860947219,-0.8722864,0.163302237,1.11E-05,3.22E-05,-3.22E-05
THEM5,4.127868494,-2.063820598,0.173028396,1.16E-05,3.26E-05,-3.26E-05
MEPE,2.395293935,-1.055631194,0.327180497,1.33E-05,3.52E-05,-3.52E-05
HIST1H4D,1.976819741,-0.76948043,0.196406052,1.26E-05,3.66E-05,-3.66E-05
KRT40,3.405048609,-2.678393213,0.250493855,1.61E-05,4.22E-05,-4.22E-05
SLC12A5,4.992889776,-0.947564069,0.182184783,1.61E-05,4.46E-05,-4.46E-05
TBR1,1.162267183,-2.464646116,0.712065695,1.75E-05,4.58E-05,-4.58E-05
FBXW10,2.373532472,-0.984589181,0.210500067,1.62E-05,4.63E-05,-4.63E-05
BARX1,17.26680708,-1.810624474,0.228929518,2.51E-05,5.22E-05,-5.22E-05
B3GAT1,32.5407398,-0.949291807,0.193497874,2.70E-05,5.57E-05,-5.57E-05
SULT4A1,28.62993212,-0.787320626,0.211210147,2.23E-05,5.73E-05,-5.73E-05
ANTXRL,1.29885329,-2.903221294,0.502435962,2.29E-05,5.87E-05,-5.87E-05
ALOX12,5.929425598,-1.247813854,0.156111667,2.41E-05,6.17E-05,-6.17E-05
C12orf56,4.461332216,-1.167171577,0.700022516,2.66E-05,6.79E-05,-6.79E-05
CKMT1A,297.1329737,-0.60179664,0.153748948,1.94E-05,6.84E-05,-6.84E-05
RASAL1,87.38774508,-0.698841397,0.18616945,2.63E-05,6.99E-05,-6.99E-05
SNX32,5.808038505,-0.874071244,0.241250033,2.79E-05,7.08E-05,-7.08E-05
SPIB,71.14729231,-1.133042906,0.200627046,2.88E-05,7.30E-05,-7.30E-05
HIST1H2AD,4.880760429,-0.631142081,0.166107033,2.88E-05,7.31E-05,-7.31E-05
LRRC69,3.778901478,-0.667413989,0.177041592,2.87E-05,7.69E-05,-7.69E-05
LPAR3,31.00633338,-0.760413232,0.20851487,3.24E-05,8.16E-05,-8.16E-05
C2orf71,2.094341355,-1.561906854,0.36829004,3.45E-05,8.66E-05,-8.66E-05
LAMB4,1.610817467,-0.789923848,0.11786848,3.45E-05,8.66E-05,-8.66E-05
CLLU1OS,1.920972736,-1.404334346,0.366796666,3.27E-05,8.95E-05,-8.95E-05
BCL2L10,3.791042631,-0.681166799,0.183322213,3.42E-05,9.07E-05,-9.07E-05
NEB,27.51586875,-1.278984291,0.112448589,4.56E-05,9.16E-05,-9.16E-05
WFDC10B,1.025075525,-1.103818916,0.437798398,3.40E-05,9.29E-05,-9.29E-05
IVL,14.33830805,-1.573689087,0.358930499,3.44E-05,9.39E-05,-9.39E-05
TMEM40,57.91597686,-0.718368654,0.197545735,3.83E-05,9.55E-05,-9.55E-05
PTPRH,27.69801403,-0.610999745,0.165109429,4.31E-05,0.000106698,-0.000106698
MIMT1,3.237649223,-0.956170787,0.41170618,4.76E-05,0.000116787,-0.000116787
IGFL1,10.98075675,-0.880048027,0.259528694,4.82E-05,0.00011835,-0.00011835
MIOX,1.311290689,-0.935753354,0.27059976,4.91E-05,0.00012026,-0.00012026
TM4SF4,1.864401118,-1.685916298,0.322042437,5.13E-05,0.000125347,-0.000125347
RET,1371.795858,-0.601476403,0.161138199,4.31E-05,0.00013372,-0.00013372
CDSN,270.1160132,-0.671199999,0.181840981,5.56E-05,0.000135149,-0.000135149
KRT78,1.295378549,-2.377034267,0.619422701,5.91E-05,0.000143143,-0.000143143
CXCL6,6.134163881,-0.840014418,0.274516089,6.00E-05,0.000145129,-0.000145129
FOXE3,0.996171474,-1.732441029,0.355277017,6.04E-05,0.000146172,-0.000146172
CLDN16,1.39893758,-2.11717958,0.39551365,5.81E-05,0.000148703,-0.000148703
TTPA,6.803402008,-0.746394595,0.213711582,6.25E-05,0.000150876,-0.000150876
ALOX12B,2.519533006,-1.385318831,0.307643327,6.50E-05,0.000156285,-0.000156285
PPP1R1B,2831.275721,-0.773881507,0.205896765,6.60E-05,0.000158569,-0.000158569
DEFB1,85.6043209,-1.357983592,0.211930408,8.50E-05,0.000163039,-0.000163039
NTF3,15.19968572,-0.863894721,0.188727272,6.53E-05,0.000165818,-0.000165818
CRLF1,118.2688093,-0.963111838,0.16616446,7.08E-05,0.000169247,-0.000169247
RYR1,141.934265,-0.727597317,0.145408571,8.04E-05,0.000178994,-0.000178994
IL27,2.749578553,-0.581798316,0.162083189,7.70E-05,0.000183089,-0.000183089
OXGR1,24.16433588,-0.656987183,0.224842528,8.59E-05,0.000202801,-0.000202801
CCL25,1.504566441,-1.855506944,0.277323346,8.24E-05,0.000212418,-0.000212418
KCNK2,237.0667428,-0.607578285,0.174328617,9.42E-05,0.000221383,-0.000221383
FGF21,1.060949068,-6.556121952,1.100744832,8.64E-05,0.00022187,-0.00022187
C7orf61,5.495384,-1.161336651,0.146317366,0.00010034,0.000234803,-0.000234803
PROM1,1571.758063,-0.695811888,0.206099597,0.000105744,0.000246766,-0.000246766
CAMK2B,157.6914933,-0.593499563,0.17093613,0.00011339,0.000263421,-0.000263421
S100A12,1.761728668,-1.488126342,0.3645033,0.000108489,0.00027444,-0.00027444
C8orf86,4.357808743,-0.847565187,0.260495855,0.000111093,0.000280569,-0.000280569
WNT3A,5.208217436,-0.903227926,0.279600236,0.000123479,0.000284938,-0.000284938
CADM2,27.57840164,-0.645207527,0.195106621,0.000160993,0.000297361,-0.000297361
NMNAT2,74.72391854,-0.683749747,0.148503906,0.000131811,0.000302288,-0.000302288
KPNA7,6.056197786,-0.853295615,0.216229819,0.000142422,0.000325987,-0.000325987
POMC,15.69668749,-0.635442612,0.161194878,0.000153977,0.000350561,-0.000350561
SFTA1P,3.586342156,-0.593400432,0.175222926,0.000154374,0.000351353,-0.000351353
TH,10.11136717,-1.16264784,0.324967022,0.000168341,0.000380383,-0.000380383
SLC39A12,3.303217243,-1.198976389,0.523456219,0.00017901,0.000402751,-0.000402751
SCGB3A2,1.745278982,-3.739455219,0.643119068,0.000174507,0.000426766,-0.000426766
DMBX1,13.54452877,-0.602614271,0.182844435,0.000195968,0.000437421,-0.000437421
NKAIN1,989.9527546,-0.581607948,0.175557409,0.000200149,0.000445979,-0.000445979
PDE6A,2.278317847,-0.630042893,0.192946568,0.000214104,0.000474976,-0.000474976
PLSCR2,0.986746178,-0.793977055,0.252727572,0.000220419,0.000488143,-0.000488143
SOX10,655.9553043,-0.803092429,0.263045446,0.000226846,0.000501198,-0.000501198
MUC15,152.8028418,-0.730917964,0.233945876,0.000227304,0.000501894,-0.000501894
NLRP2,710.7251059,-0.633186326,0.193715698,0.000200028,0.000507543,-0.000507543
SYNGR4,4.270252521,-0.81625866,0.180249943,0.000240733,0.000529396,-0.000529396
NKX2.5,19.52385643,-1.210603552,0.444455978,0.000257355,0.000563667,-0.000563667
KRT34,0.972385572,-6.117391173,0.887886641,0.000275802,0.000601182,-0.000601182
PTX3,89.92542073,-0.611972024,0.187263705,0.000278183,0.0006325,-0.0006325
GSDMB,171.4757326,-0.794152464,0.126183597,0.000292679,0.000635746,-0.000635746
HIST1H2BM,0.446951657,-1.074096353,0.501565231,0.00029498,0.000640514,-0.000640514
CTXN2,1.513028434,-0.780737299,0.25925407,0.000312942,0.000677225,-0.000677225
FAM9C,0.974453062,-6.360446682,0.688512476,0.0003228,0.000696638,-0.000696638
KLHDC8A,20.65434296,-0.704685637,0.111085214,0.000413195,0.000712703,-0.000712703
PSMA8,1.177735847,-1.44787832,0.431020382,0.000344968,0.000741195,-0.000741195
MYOZ1,30.22987724,-0.799853346,0.153382471,0.000349318,0.000749971,-0.000749971
SPATA22,1.965455617,-1.621924953,0.314812096,0.000322408,0.000756258,-0.000756258
AICDA,1.889910988,-2.395731632,0.329377942,0.000334639,0.000782571,-0.000782571
SERPINB13,1.974662883,-2.945761476,0.702621311,0.00035271,0.000798836,-0.000798836
DSC3,574.8791498,-0.622675387,0.201463788,0.00036831,0.000801234,-0.000801234
CEACAM5,971.0856026,-1.185029308,0.244993163,0.000397909,0.000846065,-0.000846065
HBQ1,0.640100297,-7.041837819,1.408348933,0.000364049,0.000846222,-0.000846222
VNN1,43.08089182,-0.644662053,0.114474731,0.000408803,0.000867662,-0.000867662
C10orf90,14.86453612,-0.638653096,0.260172949,0.000413251,0.000876181,-0.000876181
PRSS12,53.39748944,-0.817059296,0.197003724,0.000546038,0.000923531,-0.000923531
WBSCR28,7.012021923,-0.592519066,0.193309298,0.000442701,0.001016109,-0.001016109
VSX1,1.350793381,-0.855371618,0.307507618,0.000513696,0.001073359,-0.001073359
FMO3,76.68060404,-1.698875392,0.136424722,0.000524491,0.001094297,-0.001094297
PRKCG,1.177729812,-1.356115847,0.343040875,0.00052596,0.001096876,-0.001096876
NPTX1,37.34195337,-2.423131482,0.18285129,0.000530984,0.00110621,-0.00110621
GRIN2B,1.239267146,-1.019320975,0.388348864,0.000546638,0.001137314,-0.001137314
LDHC,14.90961411,-0.663324876,0.230043102,0.000604282,0.001249151,-0.001249151
AQP6,7.764743806,-0.669715085,0.202395276,0.000616261,0.001271308,-0.001271308
DMBT1,12.53129038,-1.230041288,0.259169449,0.000654992,0.001345901,-0.001345901
TMC1,0.710937389,-1.249969824,0.333794365,0.000682171,0.001398089,-0.001398089
NTSR2,1.16351517,-3.517939452,0.520655088,0.000637007,0.001425157,-0.001425157
DNAH17,48.75921556,-0.726486784,0.113201594,0.00097295,0.001586308,-0.001586308
GDAP1,575.8896569,-0.584540661,0.119612396,0.000802592,0.001625084,-0.001625084
KIF5A,19.2679485,-0.60084304,0.209692863,0.000806075,0.001631435,-0.001631435
SH2D4B,1.526340152,-0.834004976,0.163171484,0.000849446,0.001810782,-0.001810782
FABP6,15.74237573,-0.584151412,0.343282371,0.000862711,0.001837752,-0.001837752
LIPK,1.056961299,-1.701545779,0.483018248,0.000942049,0.001886635,-0.001886635
S100B,192.4713674,-0.622300167,0.18067246,0.000987531,0.001971572,-0.001971572
AMN,2.657002777,-0.865672962,0.281306721,0.000935393,0.002038115,-0.002038115
HIST1H4B,0.384347565,-1.995635446,0.436861259,0.001047106,0.002262694,-0.002262694
FGA,9.693595885,-3.990040138,0.579630443,0.001150783,0.002273721,-0.002273721
WISP3,22.76435862,-0.662870122,0.251436893,0.001227268,0.002415047,-0.002415047
GRIN2A,32.10066306,-0.644830292,0.15898354,0.001336022,0.002610509,-0.002610509
C4orf26,0.828737126,-1.223433285,0.325785553,0.001343734,0.002624225,-0.002624225
SYT14,2.769265375,-1.788713239,0.276382761,0.001423981,0.002766686,-0.002766686
SLC34A2,889.314759,-0.603336479,0.22880924,0.00143424,0.002786236,-0.002786236
CCDC129,13.25967869,-0.927448243,0.284508726,0.001316604,0.002796156,-0.002796156
ATP2A1,10.08113336,-0.81543483,0.112614019,0.001445466,0.002806501,-0.002806501
SYT3,7.399744539,-0.594870789,0.220312154,0.001338074,0.00283863,-0.00283863
ZP4,1.051991404,-3.714479966,0.860027802,0.00149072,0.002889617,-0.002889617
ARL14,1.502299521,-1.166258997,0.431194972,0.001504872,0.002913435,-0.002913435
USP26,0.539102693,-1.662916858,0.422147076,0.001638718,0.003152257,-0.003152257
CALML5,1822.609118,-0.627247638,0.248693042,0.001763918,0.003197869,-0.003197869
TMPRSS9,4.808960386,-0.872137497,0.192701601,0.001777664,0.003403315,-0.003403315
IGSF11,5.122817469,-0.846292974,0.176865055,0.001833185,0.003502962,-0.003502962
CYP39A1,65.42353271,-0.605651329,0.151580818,0.00214394,0.004044798,-0.004044798
S100A7A,59.22241568,-1.642302353,0.486928732,0.00267273,0.004053329,-0.004053329
FGF9,9.48924919,-1.020533554,0.223681521,0.00197412,0.004070009,-0.004070009
FGL1,6.744646078,-2.314166509,0.348465996,0.001976976,0.004075354,-0.004075354
GLP1R,10.0587987,-0.660439967,0.230566084,0.002230194,0.00419464,-0.00419464
C2orf50,22.06891075,-0.72829602,0.159450148,0.002239568,0.00420947,-0.00420947
DUSP13,12.2239279,-0.895003741,0.269661804,0.002315584,0.004341951,-0.004341951
LRRC7,0.690002908,-2.133945484,0.526344034,0.00220552,0.004381052,-0.004381052
KC6,1.027477237,-0.808204451,0.93959713,0.002417131,0.004517371,-0.004517371
MYPN,4.696077561,-2.044835701,0.450719476,0.002435515,0.004549924,-0.004549924
PHKG1,14.89705158,-1.456818271,0.142975556,0.002476067,0.004616561,-0.004616561
TCERG1L,3.153236942,-1.200250631,0.302302359,0.002547304,0.004734346,-0.004734346
KCNC1,19.66660325,-0.673111822,0.22178405,0.002860263,0.005275781,-0.005275781
DIO3,27.61604329,-0.808640351,0.179818666,0.003561428,0.005279823,-0.005279823
ZFP57,39.02935994,-1.022227216,0.285619544,0.002902302,0.005344912,-0.005344912
NEUROD2,0.724373384,-4.954195915,0.588970586,0.00270856,0.005442535,-0.005442535
CCK,1.411224391,-1.163504163,0.471342317,0.003186234,0.005824525,-0.005824525
KLK14,31.78455086,-1.899431334,0.279987213,0.003999169,0.005851392,-0.005851392
RPA4,0.425613293,-1.050434205,0.335502837,0.003108734,0.006175937,-0.006175937
SPINK1,4.704797021,-1.280831228,0.411570925,0.003447767,0.006257302,-0.006257302
DCX,45.51122476,-1.027317441,0.260446191,0.003463486,0.006282572,-0.006282572
BNC1,17.63100989,-0.804986407,0.205551208,0.004324701,0.006305206,-0.006305206
VIL1,3.757766685,-1.198604344,0.436081318,0.003622032,0.006551657,-0.006551657
CCDC83,1.963367388,-0.820178244,0.290765825,0.003432401,0.006580735,-0.006580735
PCP4,15.00165317,-0.761294318,0.253707655,0.003936676,0.007080905,-0.007080905
OPRD1,2.889739848,-0.591745027,0.32851248,0.004246333,0.007603035,-0.007603035
CARD17,0.50646354,-1.540125399,0.522078536,0.004177019,0.007901139,-0.007901139
C9orf135,0.736814309,-2.190152567,0.641198774,0.004220676,0.008214856,-0.008214856
RPL3L,1.06744413,-6.178111921,1.027527852,0.004736372,0.008418562,-0.008418562
LHX1,5.159391495,-1.588726367,0.562504822,0.0045769,0.008866849,-0.008866849
SCG2,64.89607051,-0.692434895,0.126953264,0.00643548,0.009105159,-0.009105159
PCDHAC2,29.47084149,-0.70340523,0.121175178,0.005686473,0.009996615,-0.009996615
C10orf99,0.745203425,-3.468104351,0.883867053,0.005884358,0.010877912,-0.010877912
SULT1C2,15.75072585,-0.610891994,0.179238492,0.006491874,0.011273596,-0.011273596
BAAT,0.699367023,-1.177541941,0.24188361,0.006124056,0.011602227,-0.011602227
GABRB1,0.690330165,-2.284841587,0.57278212,0.007493162,0.012862599,-0.012862599
SOHLH2,12.86877688,-0.865180951,0.170166708,0.006928859,0.012989932,-0.012989932
TNNI3,26.02686153,-0.741072754,0.296686033,0.009817414,0.013434662,-0.013434662
LGALS7B,14.01385451,-1.831700446,0.304656253,0.007446737,0.013483238,-0.013483238
C20orf141,0.970378246,-0.759905615,0.452554828,0.007499402,0.013570329,-0.013570329
GPR22,0.545429913,-1.20422903,0.541066276,0.008098082,0.013808281,-0.013808281
STXBP6,17.7095021,-0.797095094,0.171054761,0.010337294,0.014072885,-0.014072885
CNDP1,1.943078789,-1.18563144,0.254316759,0.007769746,0.014408992,-0.014408992
KRT33B,0.580157096,-4.738681768,0.797497296,0.008984614,0.015148066,-0.015148066
UROC1,0.645870718,-0.754787836,0.427440177,0.009006948,0.016466147,-0.016466147
FGF19,2.68410846,-1.213630506,0.290661577,0.009980838,0.016674467,-0.016674467
C2CD4A,94.54287112,-0.926819776,0.231390312,0.010416059,0.017364606,-0.017364606
TMPRSS12,0.460633055,-1.33239175,0.502180166,0.009773038,0.017772027,-0.017772027
ANKFN1,4.719149317,-1.253466891,0.310844454,0.01010504,0.017809839,-0.017809839
TF,325.801357,-1.183602051,0.197599012,0.010763226,0.017884273,-0.017884273
AQP4,12.57121507,-1.01863869,0.184844694,0.009846588,0.017886824,-0.017886824
KRT39,0.669268401,-1.836416212,0.425309686,0.011171239,0.018516497,-0.018516497
CPNE4,13.51694633,-0.642412686,0.391757926,0.011180507,0.018525337,-0.018525337
CAMP,31.25306355,-0.87905657,0.199408237,0.014245102,0.018870508,-0.018870508
