0.025968,0.102763,0.0316767,0.0278636,0.0331327,0.204654,0.163464,0.170234,0.107952,0.132292
0.0526225,0.0665067,0.048142,0.0368132,0.018674,0.19954,0.283371,0.155987,0.0297468,0.108597
0.02251,0.0723069,0.0580414,0.0229401,0.0237165,0.206219,0.288847,0.0806231,0.116832,0.107964
0.0890593,0.0773456,0.143626,0.0158966,0.0339631,0.183326,0.158698,0.128198,0.0977576,0.0721284
0.0520415,0.111495,0.111815,0.0204756,0.0177444,0.178745,0.168043,0.20841,0.0907748,0.0404565
0.0646792,0.0688834,0.0883007,0.0167219,0.0146238,0.146797,0.272211,0.206459,0.0856127,0.0357116
0.0973883,0.0852204,0.0854395,0.0692832,0.0197206,0.0884031,0.176521,0.179667,0.0576536,0.140704
0.236738,0.0944017,0.212275,0.0902187,0.0656057,0.0790071,0.0947295,0.0434746,0.0760924,0.00745675
0.0833403,0.152909,0.0395518,0.0263201,0.0118238,0.217834,0.208773,0.189255,0.0452838,0.0249088
0.0391596,0.127352,0.0220506,0.0247602,0.0096733,0.162847,0.273161,0.141647,0.0332666,0.166083
0.0758297,0.116609,0.0530694,0.0317681,0.0212964,0.111068,0.234269,0.139048,0.0699116,0.147131
0.0473725,0.131117,0.0375233,0.0545792,0.0352676,0.208789,0.299932,0.109112,0.0321984,0.0441095
0.0438343,0.0291092,0.0403498,0.0202999,0.0327071,0.233881,0.167849,0.164837,0.125176,0.141957
0.0393785,0.027469,0.0195655,0.00724698,0.0173997,0.218603,0.277538,0.182726,0.0799793,0.130095
0.0489158,0.163493,0.0285421,0.0117582,0.0049823,0.189736,0.358105,0.0881459,0.0436412,0.0626801
0.048737,0.0571463,0.0309831,0.0125913,0.0192988,0.234165,0.274559,0.129842,0.0607867,0.131891
0.0497568,0.0700962,0.111703,0.0225897,0.0250373,0.253391,0.172069,0.122743,0.111873,0.0607416
0.0114789,0.0365262,0.0308505,0.0143345,0.0166222,0.194054,0.178542,0.250438,0.0567671,0.210387
0.0369465,0.0782911,0.0496556,0.0201005,0.0142655,0.17212,0.318212,0.125986,0.0951647,0.0892582
0.195365,0.131415,0.155875,0.150548,0.0636392,0.0835067,0.0675136,0.056141,0.0816993,0.0142974
0.227308,0.144532,0.0903363,0.137325,0.056016,0.101209,0.040484,0.0950667,0.0972658,0.0104576
0.0393921,0.0994022,0.0281094,0.0107795,0.0172546,0.172515,0.397505,0.10389,0.0590175,0.0721339
0.0117882,0.07414,0.0319379,0.0210155,0.0165663,0.225904,0.156544,0.18122,0.0726663,0.208219
0.0335101,0.0575704,0.0192219,0.0221989,0.0223698,0.144299,0.399848,0.103695,0.0611708,0.136116
0.068934,0.130981,0.0488541,0.0263717,0.0111963,0.128542,0.371934,0.0921165,0.037027,0.0840436
0.014898,0.0287203,0.0236148,0.0137944,0.00799347,0.209184,0.0982792,0.188636,0.0408247,0.374055
0.0138345,0.0202451,0.043558,0.00814987,0.0492186,0.242697,0.125189,0.122089,0.161092,0.213926
0.286044,0.0654064,0.162118,0.156481,0.0603434,0.0858313,0.0768403,0.0354463,0.0565479,0.0149412
0.0315221,0.0806191,0.0327721,0.0111908,0.0151294,0.174488,0.421235,0.0671229,0.0366112,0.12931
0.0877517,0.0821859,0.109997,0.0308749,0.00622624,0.26062,0.158009,0.173802,0.0479226,0.0426107
0.139853,0.154901,0.207377,0.0758608,0.0685677,0.0872705,0.106557,0.0706584,0.0771155,0.0118386
0.0999627,0.0918336,0.0490939,0.0187747,0.00950573,0.180375,0.272773,0.129009,0.0447359,0.103937
0.301744,0.132612,0.107069,0.0400298,0.0348939,0.10213,0.10427,0.116821,0.0404959,0.0199345
0.178815,0.239014,0.100021,0.0824621,0.0654821,0.0865325,0.0456959,0.0937524,0.0821618,0.026063
0.0469008,0.259589,0.0986496,0.0249741,0.0211484,0.133774,0.230604,0.0948019,0.0675605,0.0219975
0.0383425,0.050862,0.0188833,0.0168144,0.0484182,0.203564,0.282909,0.148954,0.0680157,0.123237
