0.433321,0.566678,
0.708652,0.291348,
0.766251,0.233749,
0.524466,0.475533,
0.658281,0.341721,
0.595194,0.404805,
0.491556,0.508443,
0.702024,0.297975,
0.462696,0.537304,
0.479129,0.520871,
0.782799,0.217201,
0.78257,0.21743,
0.603774,0.396227,
0.721969,0.278031,
0.109912,0.890088,
0.601671,0.398329,
0.522898,0.477103,
0.635161,0.364839,
0.440287,0.559712,
0.451774,0.548226,
0.63958,0.360421,
0.506167,0.493832,
0.571573,0.428428,
0.677343,0.322657,
0.790393,0.209606,
0.675639,0.32436,
0.465658,0.534343,
0.645947,0.354054,
0.464436,0.535563,
0.51562,0.484379,
0.630721,0.369279,
0.623797,0.376203,
0.779634,0.220366,
0.673207,0.326793,
0.724714,0.275286,
0.728951,0.271048,
0.671714,0.328286,
0.680303,0.319697,
0.667751,0.332249,
0.781629,0.218371,
0.863169,0.136831,
0.486799,0.513202,
0.556585,0.443415,
0.862437,0.137563,
0.710899,0.2891,
0.602153,0.397847,
0.62955,0.37045,
0.63808,0.361921,
0.806373,0.193627,
0.682394,0.317605,
0.785177,0.214823,
0.683335,0.316665,
0.486447,0.513554,
0.493656,0.506343,
0.650458,0.349542,
0.802173,0.197826,
0.615417,0.384584,
0.520194,0.479804,
0.568418,0.431582,
0.761301,0.238699,
0.649243,0.350757,
0.817909,0.182091,
0.614913,0.385087,
0.429395,0.570605,
0.54277,0.457229,
0.668319,0.331681,
0.467008,0.532992,
0.580919,0.419081,
0.702261,0.297739,
0.684701,0.3153,
0.698486,0.301514,
0.522556,0.477444,
0.347712,0.652287,
0.664613,0.335387,
0.787819,0.212181,
0.341281,0.658718,
0.690678,0.309322,
0.581836,0.418164,
0.718692,0.281308,
0.539503,0.460496,
0.840222,0.159778,
0.576888,0.423112,
0.857243,0.142757,
0.79811,0.20189,
0.551112,0.448888,
0.653248,0.346752,
0.553893,0.446105,
0.747939,0.252061,
0.669676,0.330325,
0.636014,0.363987,
0.81223,0.18777,
0.582657,0.417344,
0.82517,0.174831,
0.511015,0.488984,
0.521671,0.478329,
0.794847,0.205152,
0.708555,0.291445,
0.60041,0.39959,
0.723239,0.276761,
0.70706,0.292941,
0.720657,0.279342,
0.6145,0.385501,
0.789748,0.210252,
0.505693,0.494307,
0.672636,0.327363,
0.659874,0.340125,
0.540167,0.459833,
0.808388,0.191613,
0.640268,0.359732,
0.622688,0.377311,
0.642709,0.357291,
0.697709,0.302289,
0.741217,0.258783,
0.569115,0.430884,
0.713789,0.286211,
0.60277,0.39723,
0.447443,0.552557,
0.849819,0.150181,
0.677604,0.322397,
0.572874,0.427126,
0.750679,0.249321,
0.727977,0.272023,
0.253895,0.746104,
0.554252,0.44575,
0.717674,0.282326,
0.787635,0.212365,
0.578095,0.421905,
0.662023,0.337977,
0.519131,0.480869,
0.584411,0.415589,
0.431439,0.568561,
0.538446,0.461554,
0.771228,0.228771,
0.864253,0.135747,
0.50323,0.49677,
0.631776,0.368224,
0.408032,0.591968,
0.440333,0.559667,
0.475544,0.524456,
0.530457,0.469544,
0.462505,0.537495,
0.312329,0.687672,
0.466028,0.533973,
0.695396,0.304603,
0.603036,0.396964,
0.707602,0.292398,
0.801524,0.198475,
0.627311,0.372689,
0.60654,0.393459,
0.551586,0.448415,
0.65237,0.347629,
0.73674,0.26326,
0.670506,0.329495,
0.460241,0.53976,
0.648464,0.351537,
0.481144,0.518856,
0.622888,0.377112,
0.494534,0.505466,
0.633584,0.366416,
0.556668,0.443331,
0.896317,0.103684,
0.584022,0.415978,
0.675231,0.32477,
0.812885,0.187114,
0.703897,0.296103,
0.443287,0.556713,
0.81619,0.183811,
0.704038,0.295962,
0.729963,0.270036,
0.707516,0.292484,
0.514878,0.485121,
0.63223,0.36777,
0.703756,0.296245,
0.88139,0.11861,
0.764198,0.235802,
0.488209,0.511791,
0.671193,0.328807,
