0.192402,0.807599,
0.212852,0.787147,
0.181654,0.818347,
0.301068,0.698933,
0.305158,0.694842,
0.26409,0.73591,
0.344442,0.655558,
0.679756,0.320244,
0.320347,0.679653,
0.165413,0.834586,
0.251416,0.748585,
0.337351,0.662648,
0.158757,0.841243,
0.105627,0.894373,
0.237038,0.762962,
0.143157,0.856842,
0.260723,0.739276,
0.108344,0.891656,
0.18692,0.813081,
0.668161,0.33184,
0.652154,0.347847,
0.174513,0.825488,
0.133451,0.866548,
0.16137,0.83863,
0.249011,0.750988,
0.0784264,0.921573,
0.124286,0.875714,
0.708115,0.291885,
0.17219,0.827811,
0.305508,0.694493,
0.64587,0.354131,
0.214628,0.785373,
0.57164,0.42836,
0.610677,0.389322,
0.419151,0.580849,
0.16936,0.830639,
0.349178,0.650822,
0.270908,0.729091,
0.364428,0.635572,
0.258802,0.741197,
0.243742,0.756257,
0.258666,0.741334,
0.180274,0.819725,
0.254215,0.745784,
0.268981,0.73102,
0.573614,0.426386,
0.191097,0.808903,
0.23727,0.762729,
0.348108,0.651892,
0.10807,0.89193,
0.66012,0.33988,
0.265626,0.734374,
0.542898,0.4571,
0.18013,0.819869,
0.662943,0.337057,
0.313548,0.686452,
0.16291,0.837089,
0.138955,0.861045,
0.187096,0.812904,
0.178721,0.821279,
0.226976,0.773025,
0.615818,0.384183,
0.169313,0.830687,
0.335004,0.664995,
0.218843,0.781156,
0.13535,0.86465,
0.170482,0.829518,
0.0880852,0.911915,
0.24403,0.755969,
0.65636,0.343639,
0.393908,0.606092,
0.133889,0.86611,
0.380415,0.619584,
0.138204,0.861796,
0.32665,0.673349,
0.36196,0.63804,
0.231159,0.76884,
0.649127,0.350873,
0.283077,0.716922,
0.154786,0.845214,
0.195139,0.804861,
0.705769,0.294231,
0.109122,0.890877,
0.264897,0.735103,
0.43956,0.560439,
0.137978,0.862022,
0.167217,0.832784,
0.25189,0.74811,
0.259333,0.740667,
0.275198,0.724802,
0.306196,0.693803,
0.614726,0.385273,
0.616674,0.383326,
0.206506,0.793494,
0.300594,0.699405,
0.206127,0.793873,
0.245932,0.754068,
0.244434,0.755566,
0.124458,0.875541,
0.25283,0.747171,
0.328173,0.671828,
0.166638,0.833362,
0.223923,0.776076,
0.245391,0.754609,
0.265951,0.734049,
0.118406,0.881593,
0.683541,0.316459,
0.679039,0.32096,
0.168517,0.831483,
0.179687,0.820312,
0.11077,0.88923,
0.584431,0.415568,
0.577584,0.422415,
0.314365,0.685635,
0.26777,0.732229,
0.322916,0.677085,
0.233966,0.766034,
0.319902,0.680098,
0.239955,0.760044,
0.192632,0.807367,
0.244448,0.755552,
0.136575,0.863425,
0.658562,0.341439,
0.173618,0.826383,
0.202693,0.797307,
0.138654,0.861347,
0.319362,0.680638,
0.232471,0.76753,
0.263342,0.736657,
0.270422,0.729579,
0.180951,0.819049,
0.277234,0.722766,
0.390193,0.609808,
0.305878,0.694123,
0.288765,0.711235,
0.0988854,0.901113,
0.248574,0.751426,
0.141027,0.858972,
0.223083,0.776918,
0.175618,0.824381,
0.106404,0.893597,
0.180308,0.819693,
0.180817,0.819184,
0.647732,0.352268,
0.222252,0.777748,
0.173045,0.826956,
0.411903,0.588098,
0.141772,0.858228,
0.144395,0.855605,
0.410168,0.589832,
0.199748,0.800251,
0.23288,0.76712,
0.263783,0.736217,
0.247032,0.752969,
0.21377,0.78623,
0.23821,0.76179,
0.477974,0.522026,
0.254713,0.745287,
0.317045,0.682955,
0.186194,0.813806,
