1,1,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,2,1.66395e-06,1.52693e-06,1.61628e-06,1.53881e-06,1.42128e-06,4.2443e-07,3.9616e-07,5.29997e-07,4.63711e-07,4.55271e-07
1,3,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,4,9.46747e-05,0.000143718,8.54032e-05,0.000134151,8.45653e-05,7.6802e-07,7.62713e-07,7.56185e-07,7.24332e-07,7.3878e-07
1,5,0.000148878,3.61196e-05,0.000281831,0.000121626,0.000170981,8.35476e-05,0.00030358,6.83748e-05,0.000211006,0.000393651
1,6,3.00251e-05,3.6652e-05,4.38655e-05,2.01959e-05,3.44017e-05,2.70614e-06,2.44164e-06,2.00801e-06,2.37449e-06,2.21173e-06
1,7,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,8,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,9,2.08621e-05,2.77317e-05,2.02721e-05,2.37082e-05,2.88273e-05,0.000110254,6.61451e-05,1.8851e-05,2.75942e-05,5.35277e-05
1,10,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,11,8.99839e-05,8.22604e-05,8.64633e-05,0.0001232,9.63956e-05,0.00030323,9.14602e-05,9.57423e-05,1.159e-05,0.000218712
1,12,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,13,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,14,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,15,1.85285e-06,1.7351e-06,1.87382e-06,1.76532e-06,1.68968e-06,7.22422e-07,5.54833e-07,1.04758e-06,4.9122e-07,8.57149e-07
1,16,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,17,0.000127272,3.12965e-05,0.000156685,9.24041e-05,0.00015056,0.000224135,0.000265143,0.000169496,0.000294652,0.000124162
1,18,9.73296e-05,5.2083e-05,0.000146923,0.000128474,7.90919e-05,6.8683e-05,0.000181375,0.000121079,5.75242e-05,0.000236637
1,19,0.000243158,0.000168808,8.01705e-05,0.000184991,4.96234e-05,0.000281684,5.73482e-05,0.000214041,0.000280354,0.000234491
1,20,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,21,5.51256e-05,5.05121e-05,2.70806e-05,6.03242e-05,5.53132e-05,8.83219e-07,8.72028e-07,8.59771e-07,8.05736e-07,8.15183e-07
1,22,3.96078e-05,2.01859e-05,1.90111e-05,3.17572e-05,2.8069e-05,2.16159e-05,5.79559e-06,1.70172e-05,1.38292e-05,8.41285e-06
1,23,6.41641e-05,0.000248284,0.000209943,0.000248395,0.00021415,0.0003189,0.000151929,0.000189815,0.000126712,6.47386e-05
1,24,3.20679e-05,7.59114e-05,6.00229e-05,3.52882e-05,7.24002e-05,0.000173036,0.000170613,0.000189921,5.67625e-05,4.02659e-05
1,25,4.86137e-06,4.4731e-06,6.27336e-06,2.93317e-06,4.38158e-06,6.71367e-07,5.9528e-07,6.63756e-07,5.51895e-07,5.85272e-07
1,26,4.75145e-06,5.37185e-06,4.77645e-06,5.48213e-06,5.15144e-06,9.09082e-06,7.96136e-06,9.13588e-06,2.52647e-06,3.97332e-06
1,27,0.000205411,6.48429e-05,0.000183297,0.000289989,0.000114914,4.98985e-05,2.89624e-05,2.65083e-05,0.000345464,0.000280102
1,28,2.20543e-06,2.05978e-06,2.21738e-06,2.11957e-06,1.95486e-06,1.17077e-06,1.00971e-06,1.01725e-06,9.24075e-07,1.0556e-06
1,29,5.14149e-06,4.87876e-06,5.18483e-06,5.08002e-06,4.6585e-06,6.54423e-05,0.000123275,0.000377384,0.00018375,0.000248897
1,30,4.35711e-06,2.37493e-06,7.34658e-06,3.56336e-06,2.91246e-06,4.29698e-07,4.28442e-07,4.25683e-07,4.05319e-07,4.15228e-07
1,31,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,32,6.39943e-06,5.87528e-06,5.85756e-06,6.36005e-06,5.18716e-06,7.66235e-05,8.76315e-06,7.13152e-05,5.74041e-05,5.79069e-05
1,33,1.38869e-05,3.22442e-05,2.79699e-05,1.67751e-05,1.98218e-05,7.06637e-07,7.23647e-07,7.07607e-07,6.70945e-07,6.80203e-07
1,34,5.29407e-07,4.9874e-07,5.35626e-07,5.10522e-07,4.82386e-07,1.21613e-07,1.21168e-07,1.20431e-07,1.14667e-07,1.17464e-07
1,35,8.65112e-05,8.00613e-05,3.85855e-05,7.00332e-05,0.00011012,8.99586e-06,8.57972e-05,8.72371e-05,0.000146633,0.000165077
1,36,4.73186e-05,6.21462e-05,3.38914e-05,3.34021e-05,2.2975e-05,7.272e-05,0.000278942,0.000153951,0.000351482,0.000301082
1,37,3.94508e-05,5.34633e-05,3.39747e-05,8.01922e-05,8.73434e-05,0.000123205,0.00031677,0.000329603,0.000158681,0.00022208
