0.104183,0.137213,0.166831,0.0396042,0.239663,0.0276188,0.0304786,0.038265,0.0273637,0.0276077,0.0736729,0.0439112,0.0191049,0.0244833,
0.024783,0.371119,0.245477,0.0372085,0.0615491,0.026334,0.0205959,0.0341837,0.01945,0.0192625,0.0783277,0.0286821,0.0182942,0.0147331,
0.256025,0.172425,0.216652,0.0401785,0.0881407,0.030815,0.0204141,0.0215417,0.0171738,0.0139462,0.0500356,0.0296491,0.0213721,0.0216308,
0.045906,0.173886,0.289041,0.0641337,0.0725674,0.0324234,0.0268838,0.0656877,0.0259143,0.0280009,0.0671901,0.0422008,0.0303805,0.0357838,
0.276558,0.0598758,0.169918,0.0514884,0.187058,0.0264193,0.0282452,0.0360641,0.0267377,0.0238505,0.0265998,0.0333509,0.0306264,0.0232078,
0.0367861,0.173311,0.303894,0.0684441,0.0471929,0.0724644,0.0211693,0.0336144,0.0297668,0.0208914,0.0991909,0.0380515,0.0260024,0.0292215,
0.0953591,0.170464,0.344925,0.0631813,0.0584201,0.0362797,0.0273721,0.0308802,0.0295802,0.0221867,0.0397407,0.0311492,0.0242402,0.0262217,
0.109783,0.133022,0.331252,0.0611552,0.0521527,0.044623,0.0252518,0.0381459,0.0264807,0.0183846,0.0698241,0.0391993,0.0252661,0.0254591,
0.154713,0.0798829,0.195759,0.0459689,0.193725,0.0433687,0.0319982,0.0364848,0.022009,0.0255254,0.0679563,0.0367436,0.0316943,0.0341711,
0.145188,0.0961666,0.223157,0.0473439,0.201952,0.0417287,0.0279766,0.0342189,0.0301571,0.0175607,0.047996,0.0322595,0.0329089,0.0213862,
0.50698,0.0296846,0.0363193,0.0223757,0.162293,0.0330725,0.0198183,0.0190039,0.0178581,0.0135426,0.0760996,0.0293504,0.0206642,0.0129381,
0.20019,0.130149,0.105379,0.0391364,0.139213,0.0513626,0.0295212,0.0351899,0.0306571,0.0242479,0.120188,0.0359396,0.032675,0.0261508,
0.109203,0.129752,0.248239,0.0516118,0.125514,0.0490406,0.0248578,0.0424526,0.023975,0.0256336,0.0674274,0.038436,0.0337404,0.030117,
0.322638,0.0383033,0.0674227,0.0263088,0.319166,0.0238882,0.0159678,0.0223086,0.0151451,0.0226429,0.0620171,0.029376,0.0192672,0.0155474,
0.0494859,0.330239,0.279499,0.0487394,0.0805036,0.0215275,0.0193377,0.0294043,0.0177753,0.0171806,0.047076,0.0257015,0.0160099,0.01752,
0.112785,0.132886,0.248194,0.0522466,0.101678,0.0498269,0.0294435,0.0377973,0.027384,0.0291214,0.0683195,0.0498436,0.0312422,0.029231,
0.0500664,0.199341,0.302975,0.0632287,0.0712664,0.048737,0.0205518,0.0365763,0.0263303,0.0196604,0.0772052,0.038968,0.0264944,0.0185991,
0.102017,0.159622,0.200332,0.0642751,0.100155,0.0574792,0.0282206,0.0352308,0.0243187,0.0308293,0.088335,0.0511666,0.0270921,0.0309271,
